fips,state,county,nonwhite_pct,female_pct,age29andunder_pct,age65andolder_pct,median_hh_inc,lesscollege_pct
1039,Alabama,Covington,16.4859922075857,51.7108855257229,35.3441649659413,20.1781123273874,37313,85.0785142684584
1041,Alabama,Crenshaw,29.1306850892343,50.61168681635,36.8955094991364,17.5086355785838,37557,85.352319128887
1043,Alabama,Cullman,7.53603226917213,50.5632347877416,36.9324610162822,17.7517339760933,39297,85.0309820144523
1045,Alabama,Dale,29.8082931844296,50.726711955974,39.982260568065,15.4292740943818,44093,83.9313011419836
1047,Alabama,Dallas,71.9306715589243,53.8260995510066,40.6990778737991,15.6761454159224,28136,86.2156964272505
1049,Alabama,DeKalb,18.9844509917251,50.4715451738867,39.0459139800104,15.5320918561541,38248,88.6340640809444
1051,Alabama,Elmore,26.3114986968391,51.3976555455365,38.6637350692343,13.8876193534839,53398,77.761601455869
1053,Alabama,Escambia,39.4059405940594,48.8052805280528,37.7372937293729,16.6574257425743,32334,88.3743498175607
1055,Alabama,Etowah,21.5686464208663,51.6200187688051,36.3573038708242,17.3630796319766,40478,83.5081455032359
1057,Alabama,Fayette,14.7708991241137,50.4796520288387,34.8149913603051,19.5495441816123,36205,85.8546501778757
1059,Alabama,Franklin,21.9269629113483,50.7395559497039,39.460931808824,16.0358534190606,36138,87.6099006116208
1061,Alabama,Geneva,15.9387259480665,51.1600971417896,35.2736783112273,18.9501214272371,36519,88.3382079234246
1063,Alabama,Greene,82.8578083148946,52.3465703971119,37.6033539070688,18.0039594736229,21339,90.0251466890193
1065,Alabama,Hale,60.0303450095653,53.0246058447127,38.0170195923214,17.6594762187479,33351,85.9712581875061
1067,Alabama,Henry,31.4365508814802,51.7018676906965,33.6184325362192,20.6318729272124,41045,83.855658293102
1069,Alabama,Houston,32.5475738995678,52.0824710513904,38.3979362986207,16.0485508850622,41945,78.9820976926229
1071,Alabama,Jackson,10.5079075425791,51.0283607055961,34.8426094890511,18.4515663017032,38422,87.421536140521
1073,Alabama,Jefferson,49.3290810443395,52.6668345734157,39.6523419957032,14.3100549844029,47220,68.559752699525
1075,Alabama,Lamar,13.8632162661738,51.5640551684914,34.0892933314375,20.2189677235888,34298,86.9373874774955
1077,Alabama,Lauderdale,15.0084735700176,52.2230977644887,37.8029166351831,18.3126261590441,43657,78.3207702540065
1079,Alabama,Lawrence,23.342206801663,51.329524721084,35.8687524302336,16.1517063978704,42339,89.6913817390191
1081,Alabama,Lee,32.1324871546701,50.6148219841894,49.202647664456,10.3210845290912,45056,65.5878533613026
1083,Alabama,Limestone,22.563346887222,49.9806109221445,37.5815726204062,13.910278427158,51115,76.7393126571668
1085,Alabama,Lowndes,75.5986748698533,52.2479886417416,38.5328916232844,17.3402744912447,27914,87.7180739706909
1087,Alabama,Macon,84.5763056289372,53.9118065433855,42.5828083722821,16.7496443812233,32390,79.9581118092476
1089,Alabama,Madison,34.5689524620471,51.1148002845934,39.3998965634492,13.6679115246033,60150,59.3280730861946
1091,Alabama,Marengo,54.5499850493372,52.9901325625436,37.5161965513804,18.6384929731885,30713,85.2109072300607
1093,Alabama,Marion,7.95330533417111,50.5340785078872,34.313304011376,20.0965640398161,34074,87.5336614356022
1095,Alabama,Marshall,17.6581970507965,50.708739712696,39.3191867476252,16.4046797977447,39831,83.4327557365148
1097,Alabama,Mobile,42.1491174078124,52.1358175774999,40.7078599342008,14.5436420293948,44263,77.4876042678424
1099,Alabama,Monroe,45.3333333333333,52.1183162684869,37.3014789533561,17.806598407281,28182,87.6049150607668
1101,Alabama,Montgomery,64.0576625386997,52.6192654095131,41.6197579510273,13.2568428088939,45358,68.5404339250493
1103,Alabama,Morgan,23.3808707289532,50.7766300029275,37.4739659570909,15.7534189285266,46883,78.5708190606219
1105,Alabama,Perry,70.3733766233766,52.6075487012987,41.5178571428571,18.8616071428571,24912,85.5074903214947
1107,Alabama,Pickens,45.1451950903103,50.7184911685461,35.8547051192496,17.922363037621,31679,88.8809997159898
1109,Alabama,Pike,43.4384109144454,52.3244282837996,48.9617453496409,14.2831385040719,33193,76.0118258741972
1111,Alabama,Randolph,24.5633429139951,51.2491709042671,35.7638735352642,19.3942073844793,37496,84.6208090262196
1113,Alabama,Russell,51.2841940105055,51.3626441094208,42.533597107579,12.603178934443,38400,82.9858950425223
1115,Alabama,St. Clair,13.6966364812419,49.7574385510996,36.9582794307891,15.2455645906487,54042,83.8961601225564
1117,Alabama,Shelby,21.1040490213692,51.3971769984122,38.5902471947211,12.9720176158407,72310,58.5770085672975
1119,Alabama,Sumter,75.4234098607452,53.8200978547234,43.8765525028227,16.2288295069627,20428,81.8796810823871
1121,Alabama,Talladega,36.4805013755752,51.463784744069,37.0109922647026,16.1466622253476,37923,86.9090779204543
1123,Alabama,Tallapoosa,30.926803066556,52.6466136041799,35.0676302553836,19.515113042629,39395,82.6841923209962
1125,Alabama,Tuscaloosa,37.0211042569059,51.7600051365381,47.1716937240395,11.7221725580453,48022,70.6305062725833
1127,Alabama,Walker,10.435564770631,51.2996813684387,36.1181833427347,18.1284588294483,37025,89.4571910678676
1129,Alabama,Washington,34.9399727955527,50.3873676740197,37.5303093027382,16.7189070908983,40293,90.3766053453662
1131,Alabama,Wilcox,72.5694756722727,51.776238870402,39.1761849087148,17.7533950894865,24442,88.6977556780003
1133,Alabama,Winston,5.72606504809895,50.8016491067339,33.3735893057927,20.022487819098,33896,86.9109644552507
4001,Arizona,Apache,81.4281370082658,50.5985127028447,45.8546429657479,13.3220910623946,32460,88.9410632888197
4003,Arizona,Cochise,43.7005078914314,49.0696458803061,37.9022757593016,19.7562745266311,45383,76.837055267605
4005,Arizona,Coconino,45.3804032912273,50.5816143237919,48.946140920153,10.8739425194113,51106,65.7914394561888
4007,Arizona,Gila,36.7776753981835,50.2961695406081,32.2382895503864,26.3976381654412,40593,82.262624166818
4009,Arizona,Graham,48.5384635881585,46.3135175464308,46.3934557275707,12.3158091076234,47422,86.6759436423726
4011,Arizona,Greenlee,52.2224631396357,46.8235039028621,44.7528187337381,11.5242844752819,51813,87.8031878031878
4012,Arizona,La Paz,41.1150512214342,48.9460204885737,28.0732860520095,36.0569345941686,36321,89.5634068579608
4013,Arizona,Maricopa,43.0818855295607,50.5492779956899,41.8866204122783,13.8378432054991,55676,69.031136689355293
4015,Arizona,Mohave,21.7473935441415,49.6766177705533,30.4858345324094,26.8586497993901,39856,88.1211778103996
4017,Arizona,Navajo,58.0728035560813,49.8461310981526,43.2431683131717,15.7454555536046,36868,85.5079703224859
4019,Arizona,Pima,46.7284205322633,50.8074048825022,40.0873882978617,17.8017776661504,46764,69.1993911444403
4021,Arizona,Pinal,42.1142644440197,47.8196899427571,38.4548445186668,18.2274323195944,51190,81.5285231416966
4023,Arizona,Santa Cruz,84.7251165488646,52.1258083227705,43.300320106559,15.8957612735515,38941,77.5067750677507
4025,Arizona,Yavapai,18.8406393822111,51.092476187862,28.7173011995279,28.2726249622574,46638,74.4583622589116
4027,Arizona,Yuma,67.2549829801468,48.7358085905987,44.9811109143498,17.3897644767133,41467,85.6134821138662
5001,Arkansas,Arkansas,29.6084872637191,52.619957994507,36.7548063977597,17.750013463299,37330,85.5708120831699
5003,Arkansas,Ashley,32.0120062890085,51.4745819238649,36.6620610796131,18.114250321597,36352,86.4127781265258
5005,Arkansas,Baxter,4.75702576112413,51.5807962529274,28.1957455113193,30.0717213114754,38115,82.2618100843009
5007,Arkansas,Benton,25.2623037054858,50.457731689713,42.1647344748421,12.78386500891,59016,69.2770363465741
5009,Arkansas,Boone,5.65936570065146,50.979866491515,35.6505187528484,19.7286936007078,38664,85.0321395775941
5011,Arkansas,Bradley,43.5291997116078,50.5677721701514,37.1485219899063,18.2858687815429,34665,85.7689264046426
5013,Arkansas,Calhoun,27.1401151631478,48.5796545105566,34.2418426103647,18.5412667946257,35446,87.9859611231102
5015,Arkansas,Carroll,18.912964969303,50.743950884796,34.4600938967136,20.913687251715402,38145,82.3082451997125
5017,Arkansas,Chicot,60.8633479310037,51.2735722584681,36.5269461077844,19.2331754401644,29628,86.8659420289855
5019,Arkansas,Clark,30.6295186034209,52.5260095221301,47.1213189913596,15.6718391818022,35595,75.2834639677346
5021,Arkansas,Clay,3.98631758979081,50.7301670832785,33.982370740692,20.9840810419682,32404,88.6514983351831
5023,Arkansas,Cleburne,4.99863211787236,50.2442646656505,31.2385195607144,25.3800758197522,41717,84.6182455767494
5025,Arkansas,Cleveland,15.3069706685667,49.9346870917943,35.9933499584372,18.6319914499466,42429,84.2534722222222
5027,Arkansas,Columbia,40.7811982787157,52.3584905660377,43.7106918238994,16.5590863952334,36507,78.0851063829787
5029,Arkansas,Conway,18.2098765432099,51.0636277302944,36.951566951567,18.3475783475783,38266,83.0807384954533
5031,Arkansas,Craighead,22.0345243186501,51.2771665176315,44.4782473465262,12.8455347770304,43892,74.6084618087918
5033,Arkansas,Crawford,14.5154779014,50.8356613431944,39.2494388554266,15.3261097744118,41792,86.450335602878
5035,Arkansas,Crittenden,56.3470743875098,52.7741310011917,44.0326392114884,12.2275857890166,39407,82.6088356517259
5037,Arkansas,Cross,26.7932367707311,51.647527266432,37.8729297709043,17.0927347221421,39306,85.2515506547209
5039,Arkansas,Dallas,46.6528818816232,51.563711553373,35.8749030757302,20.1990178340656,35745,87.3124652713465
5041,Arkansas,Desha,54.0869707372895,54.1605362105607,39.6681379761321,17.0344940330227,26519,86.8164794007491
5043,Arkansas,Drew,32.8981164383562,51.6588184931507,43.1025256849315,15.9353595890411,33092,80.1555075593952
5045,Arkansas,Faulkner,18.6892216215318,50.9595821188038,46.9966865143626,11.2500726641587,50872,70.8858505041648
5047,Arkansas,Franklin,7.35996404292376,50.5871116354851,37.4065958761728,18.4111466936345,39482,86.9861307200399
5049,Arkansas,Fulton,4.34104710323322,50.5087805678648,31.1094698834728,24.9794846545216,35593,88.9662139409586
5051,Arkansas,Garland,17.0780176896385,51.7344700830939,34.1282344340448,21.7248942019584,40011,79.3769398781469
5053,Arkansas,Grant,6.85470464368835,50.8644574975064,37.6814806605342,16.1309985592375,49195,80.1632191338074
5055,Arkansas,Greene,5.75151445879528,50.7189393073494,40.1463024345639,14.927420276603,42755,83.5568271915612
5057,Arkansas,Hempstead,44.6190561959654,52.0307997118156,39.6118515850144,16.4580331412104,34072,87.3840947546531
5059,Arkansas,Hot Spring,17.0424641148325,48.4688995215311,36.241028708134,17.3355263157895,42589,86.517332424836
5061,Arkansas,Howard,34.5888633498925,51.8573441091421,38.4666716096982,16.4899532883517,34672,84.2546618117621
5063,Arkansas,Independence,10.7048339184445,51.404266810694,38.3607885498245,16.7323791520389,37592,82.3809333386652
5065,Arkansas,Izard,4.3830324641557,48.146497288463,30.2206373969244,24.7975633311047,35188,87.6209476309227
5067,Arkansas,Jackson,22.6064589882824,50.963132323521,35.4558445270077,16.7876536153187,31245,91.3541915452591
5069,Arkansas,Jefferson,60.1063756303101,50.7826207087104,40.1201906472335,15.1647440768115,36377,83.0107795396845
5071,Arkansas,Johnson,18.8933717579251,50.3246878001921,40.6532180595581,15.6003842459174,34031,84.058651026393
5073,Arkansas,Lafayette,40.6763013890838,50.9190402693981,33.9553809456995,21.4536270520556,29882,86.3224280646433
5075,Arkansas,Lawrence,4.00827667750518,50.872007094295,37.5524682234703,19.1605084244753,33381,86.5885644343417
5077,Arkansas,Lee,59.3293119312954,43.0017380635927,36.2130661486556,16.8796646559656,25724,91.8432050727771
5079,Arkansas,Lincoln,35.4072479368497,38.1270182992465,36.7707212055974,13.4553283100108,32369,92.1969621761144
5081,Arkansas,Little River,26.8706404565631,50.3329105897273,34.8763474952441,19.1978440076094,35396,90.2813585920861
5083,Arkansas,Logan,8.64372008206064,50.0296330066104,35.240483245954,19.1110098016868,36463,86.9878256316272
5085,Arkansas,Lonoke,13.1357061687173,50.7905554230559,41.6925041035929,12.5969780720829,56156,80.4936305732484
5087,Arkansas,Madison,9.45371486580801,49.7620709345854,36.5395596726096,17.5813717403718,39839,88.6691312384473
5089,Arkansas,Marion,5.13289441599611,50.5913191904414,28.3711289929286,26.4874420872958,33726,84.6836759177797
5091,Arkansas,Miller,30.337104383273,50.5862684926487,39.4151055741309,15.0322905693217,39955,85.5028681986355
5093,Arkansas,Mississippi,40.8742279237087,51.4016154211634,43.0054978619426,13.391705694699,35003,87.3629893238434
5095,Arkansas,Monroe,45.346062052506,53.4738796075312,34.6062052505967,21.0156457173164,31541,90.94720792834
5097,Arkansas,Montgomery,8.5934065934066,50.2307692307692,29.5604395604396,24.7912087912088,35103,87.4888823006226
5099,Arkansas,Nevada,36.3059529303184,48.2118135671435,34.8061836640517,19.4970004614675,30750,84.9426624563736
5101,Arkansas,Newton,5.47070605908863,49.7621432148222,30.8838257386079,23.5603405107661,33176,85.1688443916511
5103,Arkansas,Ouachita,44.3505338078292,52.8995470721449,36.4526043351666,18.2101261727596,31233,83.3837737166803
5105,Arkansas,Perry,7.66152644934608,50.1854382197931,35.0185438219793,18.5047823540894,45819,89.3738669641612
5107,Arkansas,Phillips,65.2616789603091,53.0683927944202,42.0492749259873,16.2526970746149,26829,88.3353103993673
5109,Arkansas,Pike,12.4807116274848,50.8759190342198,36.1532177543796,18.798220931288,34519,85.1534061362455
5111,Arkansas,Poinsett,12.2000745928474,50.9634909452571,38.6929675521114,17.2516679789482,35163,90.4239676510232
5113,Arkansas,Polk,11.4933464760966,51.2715623459832,35.5643173977329,21.389847215377,33202,87.7323683837094
5115,Arkansas,Pope,14.8018444863486,50.7962666582154,44.0283962159507,14.2900153707196,40534,78.6658259773014
5117,Arkansas,Prairie,14.842812574994,50.8879289656827,32.9493640508759,22.0062395008399,37500,86.9768217442054
5119,Arkansas,Pulaski,46.3767783035482,52.0632660040939,40.5141830395655,13.4834586504546,47101,67.066660080328
5121,Arkansas,Randolph,4.69745222929936,50.6426296633303,36.1123748862602,20.0636942675159,36318,86.3229064841968
5123,Arkansas,St. Francis,59.3309403101062,45.8794360359694,38.2933057025497,14.0102875328424,35066,89.6038803556993
5125,Arkansas,Saline,13.3313721588205,50.9175701047786,37.1812730906668,17.012900490582,57632,75.4697115926952
5127,Arkansas,Scott,15.4488321921021,49.376231122784,38.5423506237689,18.3847669074196,37861,89.4176931690929
5129,Arkansas,Searcy,6.2610229276896,49.9370118417737,32.1869488536155,24.1622574955908,35542,85.5561233180037
5131,Arkansas,Sebastian,28.9828898084821,51.1476156449498,40.8249640756649,14.3226201600302,40023,81.2105896797111
5133,Arkansas,Sevier,41.0399581224917,50.0610713662537,44.0877101145815,13.7497818879777,38956,90.6185373190449
5135,Arkansas,Sharp,5.97286662359781,50.9896047454044,32.4014800023492,25.4948023727022,31068,89.9104963384866
5137,Arkansas,Stone,4.81484443733504,49.2841717987683,31.4084619691274,25.3379188994641,30486,85.5533683289589
5139,Arkansas,Union,38.657212277483,51.4082411860961,37.8216888977042,16.5790648088461,39836,80.7713337950643
5141,Arkansas,Van Buren,6.28699976320152,50.4913568553161,31.3402794222117,24.7395216670613,34576,86.3815736490296
5143,Arkansas,Washington,27.6360660210067,50.0763879416178,47.7833856226981,10.7265948256263,45442,68.8230165649521
5145,Arkansas,White,11.3291805691232,50.9762379001053,42.4330461921013,15.2024155386118,42197,80.6583873076237
5147,Arkansas,Woodruff,30.6707405790775,52.4807216644842,34.4827586206897,20.9369998545031,30383,89.7832817337461
5149,Arkansas,Yell,24.0283661816172,50.5848222508749,38.5199852643212,16.8539325842697,39323,85.6219487038438
6001,California,Alameda,67.3690846782709,50.9891809020213,38.5925392018649,12.4406232926763,79831,56.1121695459988
6003,California,Alpine,32.0945945945946,41.5540540540541,38.2601351351351,20.777027027027,62375,70.253164556962
6005,California,Amador,20.3636068500933,46.3274084895707,26.5806346887428,24.7328409490572,57032,78.4874417310235
6007,California,Butte,26.5677135212639,50.4522572662667,41.8385988734886,17.0383737498716,44366,73.8543578378753
6009,California,Calaveras,17.7060307678567,50.5302878067296,28.6534038895215,25.1077321544198,53502,79.7802262724131
6011,California,Colusa,63.1056598473854,48.0501849164365,43.9398904545667,13.0143719863302,54946,85.573476702509
6013,California,Contra Costa,54.4380711690773,51.1996750682582,38.1320035200939,14.203398244466,82881,59.7303687174583
6015,California,Del Norte,36.9226871289996,45.0991747502534,36.5173012885478,15.2815983784566,42363,85.0933278333505
6017,California,El Dorado,21.2737704918033,50.0825136612022,33.5306010928962,17.8748633879781,72586,67.016884113584
6019,California,Fresno,69.2403131359276,50.109327629885,47.6552182399601,11.2053033763861,45963,80.2680199469555
6021,California,Glenn,46.9366599942808,49.1850157277667,42.2290534744066,14.5589076351158,41699,87.2920750490059
6023,California,Humboldt,24.6171827610185,50.1050435708896,39.4423813821367,15.3518959624802,42685,71.7743088786949
6025,California,Imperial,88.0686997712617,48.9259369040362,46.9875340450877,11.9184371976489,42560,86.0427752858032
6027,California,Inyo,35.9762086652843,49.6071155735021,33.0186620102587,21.5704463603623,47278,75.5081991989723
6029,California,Kern,63.9653773453899,48.6904607516954,48.2717938065295,9.87470978507742,49788,84.335317383829
6031,California,Kings,66.3678532686459,44.6250191333746,47.5905258184093,9.0715488383546,47241,87.2112651514326
6033,California,Lake,27.7404956614021,50.0873962169923,33.4524627005431,20.4788064173794,36132,83.8431915538056
6035,California,Lassen,33.945844420097,33.664110189388,38.5600250430427,12.2773516982313,51457,87.461653080901
6037,California,Los Angeles,73.2748774380031,50.7354117541193,41.3405480973496,12.2022778807724,57952,69.2358954654735
6039,California,Madera,64.2117548870023,51.7265886832805,44.8984781503071,12.8522619094193,45742,86.8700878409616
6041,California,Marin,28.145266388544,51.1312548677889,31.0524448831345,19.461902081293,100310,42.9186630612966
6043,California,Mariposa,18.4981581184472,49.6684613204874,28.0136015868518,24.8285633323888,49265,77.3633677991137
6045,California,Mendocino,33.6246839570296,50.0806553100939,35.0604628813967,18.9248246748047,43510,75.9211806681803
6047,California,Merced,70.521243316063,49.5164169191814,49.1809464869944,10.4663755985826,44397,86.3377227157031
6049,California,Modoc,22.3513782796413,48.6660024355142,30.5878445699103,23.1152441049485,41194,81.7297620828969
6051,California,Mono,34.1399188669846,46.2600526652907,37.5560458330368,13.2090242687353,58937,69.3550123829008
6053,California,Monterey,68.9387053958499,48.8883103479536,44.5714910007183,11.983468192775,60889,76.3508517686029
6055,California,Napa,46.2822124226866,50.2851096766863,36.9130042677688,17.0064549114846,74609,66.9539195623335
6057,California,Nevada,14.365514654447,50.4932126238101,29.167976155476,23.4116323158183,57429,65.5979657459604
6059,California,Orange,58.0273487322534,50.6199614266089,40.1818396014828,13.17602805175,78145,61.5528319349175
6061,California,Placer,25.7308316085177,51.2131278486444,35.975562038044004,17.8586559660632,76926,63.0983094178443
6063,California,Plumas,16.3005225551882,49.4294550495894,26.8849312146742,24.9173509651274,50125,78.0605559004069
6065,California,Riverside,62.7508076967432,50.2504419310364,43.6595590500763,13.1887368259799,57972,78.8109573448359
6067,California,Sacramento,53.6299601162712,51.1285743256946,41.6172514026905,12.7941593997161,57509,70.7163176803822
6069,California,San Benito,63.8524745482421,49.9371242528122,43.3084701383266,11.2297807100653,73814,81.0452524481056
6071,California,San Bernardino,69.4892711726191,50.2587867401699,46.1607762463012,10.3574029051327,54469,80.6827904920392
6073,California,San Diego,53.2881123369222,49.7399915656325,42.0055167648422,12.7079544937597,66529,63.5055695359337
6075,California,San Francisco,58.8268362731423,49.0491389915346,32.9657690036952,14.3828753284205,87701,45.2067653719385
6077,California,San Joaquin,66.1437204487592,50.2393475645581,45.004616288504,11.7388020031894,55045,81.837860089751
6079,California,San Luis Obispo,30.3139801923353,49.1990813836659,39.4265824601694,17.5556193483565,64014,65.9410344734058
6081,California,San Mateo,59.5728640552873,50.7723107580278,35.8282499589267,14.6431656658911,98546,52.9486351124739
6083,California,Santa Barbara,54.0650212223626,49.8949692190398,45.2046564025535,14.0003868956178,65161,67.7688884943576
6085,California,Santa Clara,66.8329216744754,49.6448381374346,39.4244521117675,12.2157644123039,101173,50.8967009530926
6087,California,Santa Cruz,41.8110146125766,50.4054537871266,41.3352477198992,13.5178329537779,70088,61.0085126035567
6089,California,Shasta,19.0450152877899,50.9546499430893,36.3252393599214,19.2882808489745,45582,79.9089711342676
6091,California,Sierra,14.0566359604231,50.5629477993859,21.3920163766633,26.0661890139884,43984,80.2183956320874
6093,California,Siskiyou,22.3779426582394,50.2770907758542,32.0898598516076,22.7649537418705,38524,77.8439716312057
6095,California,Solano,60.5673702734662,50.2979543571169,39.9472993230849,13.5650704382722,69227,74.8780529963874
6097,California,Sonoma,35.6003503583941,50.9982401722863,36.0493474976696,16.7432740831217,66833,66.9320084308519
6099,California,Stanislaus,55.8789658493557,50.5898473502576,44.7775090894355,12.1461999656967,51591,83.4802579757295
6101,California,Sutter,52.0470410665996,50.2274490074,42.7478355658973,14.4592583275685,52943,82.0986143073985
6103,California,Tehama,30.1737681504404,50.2039197016583,38.0338014758391,17.8941521859875,40687,86.1940124235206
6105,California,Trinity,17.0257966616085,48.7708649468892,26.3732928679818,24.1350531107739,35270,79.9352115441249
6107,California,Tulare,69.9064657754257,49.9827763625872,49.3445144360411,10.4201909300545,42789,86.0079285744149
6109,California,Tuolumne,18.7899153423437,47.7684538838556,30.1091638199911,23.4442299123719,50731,80.2575318228731
6111,California,Ventura,53.3511641422827,50.4878366998375,40.7448612873765,13.5949045794736,78593,67.8001354183924
6113,California,Yolo,51.9132354975175,51.2245374896862,48.679121099246,11.3420549336818,57663,59.975621328883
6115,California,Yuba,42.96114862579,49.2929347605451,46.3185244326563,11.4524270268076,48739,84.4520263324804
8001,Colorado,Adams,48.3416913727116,49.7030066023997,44.6031789023224,9.52649814470277,61444,77.63229426475
8003,Colorado,Alamosa,50.8897450009173,51.2566501559347,49.648382559775,12.7438390509387,32385,74.1963137591084
8005,Colorado,Arapahoe,38.0800041446214,50.793630235013,40.5000744736655,11.8152470259104,66288,59.2703284151326
8007,Colorado,Archuleta,23.2213678672602,49.2189397005261,29.5507891541886,22.1529745042493,45607,65.0685682940208
8009,Colorado,Baca,13.6787280701754,52.2203947368421,32.593201754386,25.5208333333333,37477,78.1596029018709
8011,Colorado,Bent,41.3514442916094,34.3019257221458,29.3844566712517,16.1451169188446,34773,90.5076791808874
8013,Colorado,Boulder,21.5673284261421,49.7972678135182,42.419918397508,12.1499167094002,72282,40.6873351314502
8014,Colorado,Broomfield,21.9058751941584,50.3915194798956,39.2448237762014,11.9217281301542,83334,47.5425687467572
8015,Colorado,Chaffee,12.6600745663803,46.7552817852704,28.4757118927973,22.8346031231426,50993,65.5880306193459
8017,Colorado,Cheyenne,15.7411878319652,48.9618541767262,41.1878319652342,11.5886045388701,54375,76.7195767195767
8019,Colorado,Clear Creek,9.52587140073609,48.2680233816843,26.899761853215,18.2182290539078,68250,55.4378137200223
8021,Colorado,Conejos,56.3862169730914,50.0791428223548,41.069036892731,17.3748934615853,34630,81.6600491586311
8023,Colorado,Costilla,68.2172701949861,46.4066852367688,31.5320334261838,25.4596100278552,26610,79.9693603983148
8025,Colorado,Crowley,39.7868882066101,42.6945999638794,39.1547769550298,13.3465775690807,31719,89.7511372758897
8027,Colorado,Custer,10.1942857142857,50.9485714285714,26.1942857142857,28.9142857142857,38605,70.5970149253731
8029,Colorado,Delta,18.2621356010721,49.9454022037656,32.3582939015916,23.324840342808,42011,80.3935089412955
8031,Colorado,Denver,46.6379618364458,50.0074626528148,40.6937704186473,10.8623057637309,56258,54.281034375981
8033,Colorado,Dolores,7.71380659586362,47.1212968138625,29.1224147568474,26.9983230855226,32240,79.7155688622754
8035,Colorado,Douglas,16.1657724399977,50.3179119011704,39.7720835799617,9.88613725902023,105759,42.4736445968349
8037,Colorado,Eagle,32.8222482701252,46.9429424887511,39.3995538246304,8.16538737853065,78763,54.9652948570804
8039,Colorado,Elbert,10.2827657378741,49.5438596491228,33.5479876160991,13.7048503611971,87288,67.1782762691854
8041,Colorado,El Paso,29.596750309319,49.6963938596241,44.3355167317878,11.4630673916933,60219,63.4339403167158
8043,Colorado,Fremont,20.5209779011423,41.5714743247571,28.7925696594427,20.0341624853208,42308,83.60263150651
8045,Colorado,Garfield,31.1627098008522,48.8546830159144,40.8818158100704,10.6183146360553,61300,70.8653719117453
8047,Colorado,Gilpin,13.945339873861201,47.1093202522775,26.6818500350385,11.7028731604765,67544,65.6349567592171
8049,Colorado,Grand,12.615596963423,46.5010351966874,32.2981366459627,14.5410628019324,67623,62.8294681940952
8051,Colorado,Gunnison,12.1404745421361,45.8367424004028,43.3381584744163,10.7118132041035,50746,47.4070401586515
8053,Colorado,Hinsdale,6.54205607476635,52.4532710280374,22.6635514018692,30.3738317757009,51250,59.0584878744651
8055,Colorado,Huerfano,35.33200429382,49.6549608955682,25.2721975157184,29.8113786229106,33257,74.009324009324
8057,Colorado,Jackson,18.1470137825421,51.4548238897397,28.3307810107198,22.5114854517611,45053,80.9283551967709
8059,Colorado,Jefferson,21.1363433009431,50.2947334514415,36.0600204004939,14.6350280059412,72017,57.779773802596
8061,Colorado,Kiowa,10.9897610921502,52.2866894197952,39.9317406143345,19.7952218430034,38385,79.7669491525424
8063,Colorado,Kit Carson,24.3699535111329,42.7208221189136,34.5485686322486,17.2008808416932,44449,86.1689317047996
8065,Colorado,Lake,37.1571409269018,44.4669639237941,39.4000810701257,11.5254695311444,46928,69.085916045508
8067,Colorado,La Plata,20.6059932585102,49.4536429973701,36.8689113605215,14.1330518205727,61910,57.0021130480718
8069,Colorado,Larimer,16.5929747746196,50.2416766084101,42.5221690629343,13.8422891017994,61942,54.7253039766516
